title,location,price,size,listing_type,link,source,rooms
498 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 915716XX","230,000 OMR",498.0,For Sale,https://om.opensooq.com/en/search/261442137,opensooq,
80 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,", Qurm, 915716XX","47,500 OMR",80.0,For Sale,https://om.opensooq.com/en/search/264023879,opensooq,
For sale in a classy area in MQ 2 BHK flat opposite of salam square with 30 months installment,", Madinat As Sultan Qaboos, 915716XX","47,500 OMR",80.0,For Sale,https://om.opensooq.com/en/search/264023909,opensooq,
Commercial Land for Sale in Muscat Madinat As Sultan Qaboos,", Madinat As Sultan Qaboos, 915716XX","890,000 OMR",,For Sale,https://om.opensooq.com/en/search/264023985,opensooq,
62 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 915716XX","20,500 OMR",62.0,For Sale,https://om.opensooq.com/en/search/264027181,opensooq,
241 m2 4 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 915716XX","115,000 OMR",241.0,For Sale,https://om.opensooq.com/en/search/264269059,opensooq,
125 m2 2 Bedrooms Apartments for Sale in Muscat Al Khuwair,", Al Khuwair, 915716XX","65,000 OMR",125.0,For Sale,https://om.opensooq.com/en/search/264269299,opensooq,
محل للبيع في المعبيله 5/2 فقط  دقائق من مسقط مول في منطقه تجاريه ممتازه بالاقساط المرنه علي 36 شهر,", Al Maabilah, 915716XX","20,000 OMR",25.0,For Sale,https://om.opensooq.com/en/search/264731245,opensooq,
374 m2 4 Bedrooms Villa for Sale in Muscat Qurm,", Qurm, 915716XX","149,000 OMR",374.0,For Sale,https://om.opensooq.com/en/search/264731337,opensooq,
399 m2 4 Bedrooms Villa for Sale in Muscat Qurm,", Qurm, 915716XX","160,000 OMR",399.0,For Sale,https://om.opensooq.com/en/search/264731403,opensooq,
For Sale Luxury 2 Bedroom 135 sqm Apartment in Muscat Hills – Freehold for All Nationalities,", Muscat Hills, 915716XX","99,000 OMR",135.0,For Sale,https://om.opensooq.com/en/search/264835833,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","7,900 OMR",,For Sale,https://om.opensooq.com/en/search/264203839,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","9,900 OMR",,For Sale,https://om.opensooq.com/en/search/264204183,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","13,900 OMR",,For Sale,https://om.opensooq.com/en/search/260779773,opensooq,
336 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 963090XX","95,000 OMR",336.0,For Sale,https://om.opensooq.com/en/search/265782423,opensooq,
Fairway Villas - For The Love of Golf,", Yiti, 944477XX","394,000 OMR",316.0,For Sale,https://om.opensooq.com/en/search/260628595,opensooq,
64 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 933322XX","25,000 OMR",64.0,For Sale,https://om.opensooq.com/en/search/265453897,opensooq,
102 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 978679XX","49,000 OMR",102.0,For Sale,https://om.opensooq.com/en/search/261559739,opensooq,
72 m2 Studio Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","79,000 OMR",72.0,For Sale,https://om.opensooq.com/en/search/265787277,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","8,500 OMR",,For Sale,https://om.opensooq.com/en/search/264535595,opensooq,
416 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 917458XX","67,000 OMR",416.0,For Sale,https://om.opensooq.com/en/search/256585589,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","6,500 OMR",,For Sale,https://om.opensooq.com/en/search/261168385,opensooq,
92 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 964439XX","43,000 OMR",92.0,For Sale,https://om.opensooq.com/en/search/264253009,opensooq,
Residential Land for Sale in Muscat Bosher,", Bosher, 949999XX","48,000 OMR",,For Sale,https://om.opensooq.com/en/search/262049321,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","5,800 OMR",,For Sale,https://om.opensooq.com/en/search/264911665,opensooq,
455 m2 5 Bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","573,300 OMR",455.0,For Sale,https://om.opensooq.com/en/search/266636759,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","7,900 OMR",,For Sale,https://om.opensooq.com/en/search/264912135,opensooq,
112 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 992226XX","39,200 OMR",112.0,For Sale,https://om.opensooq.com/en/search/266828363,opensooq,
"Brand-New 5-Bedroom Villa for Sale in Al Muna, Bosher, Muscat, Oman– OMR 250,000",", Bosher, 786427XX","250,000 OMR",495.0,For Sale,https://om.opensooq.com/en/search/266520793,opensooq,
110 m2 2 Bedrooms Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","125,000 OMR",110.0,For Sale,https://om.opensooq.com/en/search/266684073,opensooq,
118 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 964439XX","45,000 OMR",118.0,For Sale,https://om.opensooq.com/en/search/264252105,opensooq,
77 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 715560XX","31,000 OMR",77.0,For Sale,https://om.opensooq.com/en/search/266186647,opensooq,
52 m2 Studio Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 964439XX","29,000 OMR",52.0,For Sale,https://om.opensooq.com/en/search/265496647,opensooq,
320 m2 5 Bedrooms Villa for Sale in Muscat Quriyat,", Quriyat, 985055XX","100,000 OMR",320.0,For Sale,https://om.opensooq.com/en/search/266519035,opensooq,
129 m2 3 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 772939XX","57,000 OMR",129.0,For Sale,https://om.opensooq.com/en/search/266458837,opensooq,
Industrial Land for Sale in Al Dakhiliya Sumail,", Sumail, 715560XX","85,000 OMR",,For Sale,https://om.opensooq.com/en/search/266634703,opensooq,
3 Bedrooms Farms for Sale in Al Sharqiya Sur,", Sur, 992132XX","75,000 OMR",261.0,For Sale,https://om.opensooq.com/en/search/265783507,opensooq,
Farm Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 990455XX","37,000 OMR",,For Sale,https://om.opensooq.com/en/search/266898525,opensooq,
320 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 715560XX","75,000 OMR",320.0,For Sale,https://om.opensooq.com/en/search/265883923,opensooq,
فرصة لا تكرر ! امتلك محلك في قلب صلالة بقسط شهري يبدأ من 165 ر.ع فقط وعائد استثماري يتجاوز 11% سنويا,", Salala, 931911XX","19,000 OMR",20.0,For Sale,https://om.opensooq.com/en/search/255894079,opensooq,
322 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 919113XX","85,000 OMR",322.0,For Sale,https://om.opensooq.com/en/search/266463065,opensooq,
102 m2 2 Bedrooms Apartments for Sale in Muscat Al-Hail,", Al-Hail, 931911XX","51,000 OMR",102.0,For Sale,https://om.opensooq.com/en/search/264199699,opensooq,
91 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 917766XX","32,000 OMR",91.0,For Sale,https://om.opensooq.com/en/search/264197407,opensooq,
695 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mawaleh,", Al Mawaleh, 967610XX","295,000 OMR",695.0,For Sale,https://om.opensooq.com/en/search/266462611,opensooq,
304 m2 5 Bedrooms Villa for Sale in Al Batinah Sohar,", Sohar, 931911XX","39,353 OMR",304.0,For Sale,https://om.opensooq.com/en/search/253724565,opensooq,
223 m2 4 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,", Suwaiq, 965527XX","39,500 OMR",223.0,For Sale,https://om.opensooq.com/en/search/264478207,opensooq,
97 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 964439XX","33,500 OMR",97.0,For Sale,https://om.opensooq.com/en/search/265545081,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 970008XX","11,000 OMR",,For Sale,https://om.opensooq.com/en/search/266086995,opensooq,
320 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 935923XX","69,000 OMR",320.0,For Sale,https://om.opensooq.com/en/search/265888493,opensooq,
مكاتب ذكية للبيع  في غلا الاولي مساحات متنوعه  مباشرة من المالك,", Ghala, 992144XX","37,000 OMR",56.0,For Sale,https://om.opensooq.com/en/search/254777597,opensooq,
220 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 947008XX","37,000 OMR",220.0,For Sale,https://om.opensooq.com/en/search/263674373,opensooq,
220 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 947008XX","37,000 OMR",220.0,For Sale,https://om.opensooq.com/en/search/263674373,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 970041XX","34,000 OMR",,For Sale,https://om.opensooq.com/en/search/266249821,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 921022XX","99,000 OMR",,For Sale,https://om.opensooq.com/en/search/255948471,opensooq,
218 m2 4 Bedrooms Villa for Sale in Muscat Seeb,", Seeb, 715560XX","57,500 OMR",218.0,For Sale,https://om.opensooq.com/en/search/265868619,opensooq,
فرصة قوية محل بمساحة كبيرة جدا في الأنصب للبيع ب 48 ألف بعائد هو الأفضل في السوق,", Ansab, 974398XX","48,000 OMR",121.0,For Sale,https://om.opensooq.com/en/search/265985839,opensooq,
Residential Land for Sale in Muscat Al-Hail,", Al-Hail, 766360XX","145,000 OMR",,For Sale,https://om.opensooq.com/en/search/266951247,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 978889XX","60,000 OMR",,For Sale,https://om.opensooq.com/en/search/266195723,opensooq,
"2-Bedroom Apartment with Stunning Sea Views – The Great Escape Building, AIDA",", Yiti, 944477XX","100,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/263865143,opensooq,
محل للبيع في منطقة الأمين بأقساط شهرية,", Bosher, 727272XX","20,000 OMR",660.0,For Sale,https://om.opensooq.com/en/search/266143715,opensooq,
71 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 944111XX","32,800 OMR",71.0,For Sale,https://om.opensooq.com/en/search/266842173,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 993418XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/265723137,opensooq,
Furnished 3-Bedroom Lakefront Villa for Sale in Hawana Salalah,", Salala, 919595XX","249,000 OMR",164.0,For Sale,https://om.opensooq.com/en/search/265451885,opensooq,
71 m2 1 Bedroom Apartments for Sale in Dhofar Salala,", Salala, 955588XX","32,800 OMR",71.0,For Sale,https://om.opensooq.com/en/search/266841787,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 997282XX","33,000 OMR",,For Sale,https://om.opensooq.com/en/search/263776643,opensooq,
353 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 917458XX","82,000 OMR",353.0,For Sale,https://om.opensooq.com/en/search/266514335,opensooq,
3-Bedroom Villa with Stunning Sea View for Sale in Jebel Sifah – Private Pool & Garden,", Al-Sifah, 919595XX","250,000 OMR",153.0,For Sale,https://om.opensooq.com/en/search/266894797,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 911195XX","14,000 OMR",,For Sale,https://om.opensooq.com/en/search/266459191,opensooq,
325 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 991776XX","68,000 OMR",325.0,For Sale,https://om.opensooq.com/en/search/266736211,opensooq,
Residential Land for Sale in Muscat Madinat As Sultan Qaboos,", Madinat As Sultan Qaboos, 977788XX","375,000 OMR",,For Sale,https://om.opensooq.com/en/search/266066965,opensooq,
54 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 933322XX","23,000 OMR",54.0,For Sale,https://om.opensooq.com/en/search/266089253,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 911195XX","3,800 OMR",,For Sale,https://om.opensooq.com/en/search/266458941,opensooq,
147 m2 3 Bedrooms Villa for Sale in Muscat Seeb,", Seeb, 914888XX","111,700 OMR",147.0,For Sale,https://om.opensooq.com/en/search/266894437,opensooq,
Residential Land for Sale in Muscat Bosher,", Bosher, 994280XX","32,000 OMR",,For Sale,https://om.opensooq.com/en/search/262617861,opensooq,
Commercial Land for Sale in Al Batinah Saham,", Saham, 911195XX","95,000 OMR",,For Sale,https://om.opensooq.com/en/search/263694835,opensooq,
107 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","88,740 OMR",107.0,For Sale,https://om.opensooq.com/en/search/265779157,opensooq,
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,For Sale,https://om.opensooq.com/en/search/266842973,opensooq,
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,For Sale,https://om.opensooq.com/en/search/266844547,opensooq,
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,For Sale,https://om.opensooq.com/en/search/266880075,opensooq,
58 m2 1 Bedroom Apartments for Sale in Muscat Seeb,", Seeb, 913109XX","24,400 OMR",58.0,For Sale,https://om.opensooq.com/en/search/266880245,opensooq,
369 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 917458XX","79,000 OMR",369.0,For Sale,https://om.opensooq.com/en/search/266298183,opensooq,
فرصة استثمارية ذهبية – للبيع مطعمين جاهزين في مواقع مميزة بمسقط,", Qurm, 981078XX","220,000 OMR",400.0,For Sale,https://om.opensooq.com/en/search/266680365,opensooq,
2 Bedrooms Sea View Villa in Jebel Sifah  فيلا غرفتين على البحر في جبل سيفة للبيع,", Al-Sifah, 919595XX","265,000 OMR",129.0,For Sale,https://om.opensooq.com/en/search/266893495,opensooq,
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 942427XX","99,999 OMR",,For Sale,https://om.opensooq.com/en/search/265980659,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 911195XX","33,000 OMR",,For Sale,https://om.opensooq.com/en/search/263694883,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 911195XX","42,000 OMR",,For Sale,https://om.opensooq.com/en/search/259287519,opensooq,
Residential Land for Sale in Muscat Yenkit,", Yenkit, 951122XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/266728957,opensooq,
450 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 980055XX","136,000 OMR",450.0,For Sale,https://om.opensooq.com/en/search/265857629,opensooq,
467 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 980055XX","156,000 OMR",467.0,For Sale,https://om.opensooq.com/en/search/263806237,opensooq,
460 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 980055XX","157,000 OMR",460.0,For Sale,https://om.opensooq.com/en/search/266281835,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 715560XX","12,000 OMR",,For Sale,https://om.opensooq.com/en/search/267001559,opensooq,
178 m2 3 Bedrooms Townhouse for Sale in Muscat Quriyat,", Quriyat, 995583XX","65,000 OMR",178.0,For Sale,https://om.opensooq.com/en/search/266947905,opensooq,
39000 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 722298XX","39,000 OMR",39000.0,For Sale,https://om.opensooq.com/en/search/265371505,opensooq,
130 m2 3 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 944990XX","39,000 OMR",130.0,For Sale,https://om.opensooq.com/en/search/265831125,opensooq,
220 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 947008XX","37,000 OMR",220.0,For Sale,https://om.opensooq.com/en/search/266621361,opensooq,
للبيع ارض صناعية مساحة 2000 متر تحتوي على ورشة ومكاتب وسكن عمال + سكن مستقل لمشرف ،جاهزة للتسليم  ،,", Misfah, 993775XX","295,000 OMR",2000.0,For Sale,https://om.opensooq.com/en/search/266456781,opensooq,
302 m2 5 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 995565XX","59,000 OMR",302.0,For Sale,https://om.opensooq.com/en/search/265933551,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 970008XX","9,900 OMR",,For Sale,https://om.opensooq.com/en/search/266086671,opensooq,
61 m2 1 Bedroom Apartments for Sale in Muscat Azaiba,", Azaiba, 991119XX","24,500 OMR",61.0,For Sale,https://om.opensooq.com/en/search/266744153,opensooq,
مطعم و مقهى لبناني كامل التجهيزات في موقع مميز في شارع الخوض شغال بمدخول جيد للبيع بسبب عدم التفرغ .,", Al Khoud, 982346XX","25,000 OMR",135.0,For Sale,https://om.opensooq.com/en/search/266449027,opensooq,
335 m2 5 Bedrooms Townhouse for Sale in Al Batinah Rustaq,", Rustaq, 991135XX","69,500 OMR",335.0,For Sale,https://om.opensooq.com/en/search/264534959,opensooq,
Commercial Land for Sale in Muscat Amerat,", Amerat, 970008XX","21,500 OMR",,For Sale,https://om.opensooq.com/en/search/265844459,opensooq,
2BHK للبيع شقة في الموالح  تشطيب فندقي  بأقساط بدون فوائد,", Al Mawaleh, 992226XX","37,600 OMR",103.0,For Sale,https://om.opensooq.com/en/search/266285625,opensooq,
66 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 711009XX","30,000 OMR",66.0,For Sale,https://om.opensooq.com/en/search/265829567,opensooq,
102 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 990134XX","46,500 OMR",102.0,For Sale,https://om.opensooq.com/en/search/265829263,opensooq,
138 m2 2 Bedrooms Apartments for Sale in Muscat Al Khuwair,", Al Khuwair, 994744XX","79,900 OMR",138.0,For Sale,https://om.opensooq.com/en/search/265760969,opensooq,
86 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","142,500 OMR",86.0,For Sale,https://om.opensooq.com/en/search/265828177,opensooq,
82 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 933322XX","33,000 OMR",82.0,For Sale,https://om.opensooq.com/en/search/266085389,opensooq,
100 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 920658XX","55,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/266454409,opensooq,
Commercial Land for Sale in Al Batinah Barka,", Barka, 933883XX","37,000 OMR",,For Sale,https://om.opensooq.com/en/search/266678039,opensooq,
63 m2 1 Bedroom Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 992226XX","25,000 OMR",63.0,For Sale,https://om.opensooq.com/en/search/266452431,opensooq,
155 m2 4 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 927000XX","39,000 OMR",155.0,For Sale,https://om.opensooq.com/en/search/266997791,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 995363XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/266341817,opensooq,
108 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, Call","53,000 OMR",108.0,For Sale,https://om.opensooq.com/en/search/266298509,opensooq,
65 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 722000XX","26,000 OMR",65.0,For Sale,https://om.opensooq.com/en/search/259074407,opensooq,
محل للبيع-بوشر (شارع المها) مؤجر بعائد 7%,", Bosher, 952096XX","66,500 OMR",49.0,For Sale,https://om.opensooq.com/en/search/266943907,opensooq,
503 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 969339XX","155,000 OMR",503.0,For Sale,https://om.opensooq.com/en/search/266135201,opensooq,
"Flat Apartment Maabelah South Al Noor st, Ground Floor 136sq",", Al Maabilah, 959578XX","37,000 OMR",136.0,For Sale,https://om.opensooq.com/en/search/262789359,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","32,000 OMR",,For Sale,https://om.opensooq.com/en/search/266996631,opensooq,
